Ind,authors,title,year,is_cited_own_paper,is_of_interest
983,Kuo-Wei Huang,Stress-Tensor Commutator in CFT near the Lightcone,2019,False,False
984,Guillaume Beaujard; Swapnamay Mondal; Boris Pioline,Quiver indices and Abelianization from Jeffrey-Kirwan residues,2019,False,False
985,James Drummond; Jack Foster; Ömer Gürdoğan; Chrysostomos Kalousios,"Tropical Grassmannians, cluster algebras and scattering amplitudes",2019,False,False
986,J. M. Drummond; D. Nandan; H. Paul; K. S. Rigatos,String corrections to AdS amplitudes and the double-trace spectrum of  N=4 SYM,2019,False,False
987,Jiang Long,Correlation function of modular Hamiltonians,2019,False,False
988,Dibakar Roychowdhury,Nonrelativistic pulsating strings,2019,False,False
989,Jin Chen; Babak Haghighat; Shuwei Liu; Marcus Sperling,"4d N=1 from 6d D-type N=(1,0)",2019,False,False
990,Xing Huang; Chen-Te Ma,The Probe of Curvature in the Lorentzian AdS$_2$/CFT$_1$ Correspondence,2019,False,True
991,Manuela Kulaxizi; Gim Seng Ng; Andrei Parnachev,"Subleading Eikonal, AdS/CFT and Double Stress Tensors",2019,False,False
992,Matteo Beccaria; Hongliang Jiang; Arkady A. Tseytlin,Non-abelian Toda theory on AdS$_2$ and AdS$_2$/CFT$_2^{1/2}$ duality,2019,False,False
993,V. P. Gusynin; V. A. Miransky,Thermal conductivity and competing orders in d-wave superconductors,2003,False,True
994,D. V. Khveshchenko,"Comment on ""Algebraic Fermi liquid from phase fluctuations: topological  fermions, vortex Berryons, and QED theory of cuprate superconductors""",2003,False,False
995,J. Deisenhofer; B. I. Kochelaev; E. Shilova; A. M. Balbashov; A. Loidl; H. -A. Krug von Nidda,The Orbital Order Parameter in La0.95Sr0.05MnO3 probed by Electron Spin  Resonance,2003,False,False
996,S. de Brion; G. Storch; G. Chouteau; A. Janossy; W. Prellier; E. Rauwel Buzin,Phase separation effects in charge-ordered Pr0.5Ca0.5MnO3 thin film,2003,False,False
997,Z. B. Huang; W. Hanke; E. Arrigoni; D. J. Scalapino,Electron-phonon vertex in the two-dimensional one-band Hubbard model,2003,False,False
998,A. O. Mitrushenkov; Guido Fano; Roberto Linguerri; Paolo Palmieri,On the possibility to use non-orthogonal orbitals for Density Matrix  Renormalization Group calculations in Quantum Chemistry,2003,False,False
999,Pinaki Sengupta; Anders W. Sandvik; Rajiv R. P. Singh,Specific heat of quasi-2D antiferromagnetic Heisenberg models with  varying inter-planar couplings,2003,False,False
1000,A. E. Trumper; C. J. Gazza; L. O. Manuel,Quasiparticle vanishing driven by geometrical frustration,2003,False,False
1001,I. A. Zaliznyak; S. -H. Lee; S. V. Petrov,Continuum in the spin excitation spectrum of a Haldane chain (erratum),2003,False,False
1002,A. E. Kovalev; S. Hill; K. Kawano; M. Tamura; T. Naito; H. Kobayashi,Mapping the Fermi velocity in the quasi-2D organic conductor  k-(BEDT-TTF)2I3,2003,False,False
1003,Kazumasa Miyake; Hiroyasu Matsuura,Theory for Anomalous NMR Response in Pb_{1-x}Tl_{x}Te on Charge Kondo  Effect,2018,False,False
1004,J. -R. Soh; C. Donnerer; K. M. Hughes; E. Schierle; E. Weschke; D. Prabhakaran; A. T. Boothroyd,Magnetic and electronic structure of the layered rare-earth pnictide  EuCd$_2$Sb$_2$,2018,False,False
1005,Zili Feng; Wei Yi; Kejia Zhu; Jie Ma; Jianlin Luo; Shiliang Li; Zi Yang Meng; Youguo Shi,From Claringbullite to a new spin liquid candidate Cu$_3$Zn(OH)$_6$FCl,2018,False,False
1006,J. Fernández; P. Roura-Bas; A. Camjayi; A. A. Aligia,Two-stage three-channel Kondo physics for an FePc molecule on the  Au(111) surface,2018,False,False
1007,Hiroaki Onishi,Dynamical quadrupole structure factor of frustrated ferromagnetic chain,2018,False,False
1008,Hong-Chen Jiang; Thomas P. Devereaux,Superconductivity in the Hubbard model and its interplay with charge  stripes and next-nearest hopping t',2018,False,False
1009,Liang Wu; Arielle Little; Erik E. Aldape; Dylan Rees; Eric Thewalt; Paula Lampen-Kelley; Arnab Banerjee; Craig A. Bridges; Jiaqiang Yan; Derrick Boone; Shreyas Patankar; David Goldhaber-Golden; David Mandrus; Stephen E. Nagler; Ehud Altman; Joseph Orenstein,Field evolution of magnons in $α$-RuCl$_3$ by high-resolution  polarized terahertz spectroscopy,2018,False,False
1010,Li Ern Chern; Yong Baek Kim,Magnetic Order with Fractionalized Excitations: Applications to  $\mathrm{Yb}_2 \mathrm{Ti}_2 \mathrm{O}_7$,2018,False,False
1011,Nikolina Novosel; William Lafargue-Dit-Hauret; Željko Rapljenović; Martina Dragičević; Helmuth Berger; Dominik Cinčić; Xavier Rocquefelte; Mirta Herak,Site-Specific Spin Reorientation in Antiferromagnetic State of Quantum  System SeCuO$_3$,2018,False,False
1012,John N. Moore; Hikaru Iwata; Junichiro Hayakawa; Takaaki Mano; Takeshi Noda; Naokazu Shibata; Go Yusa,Spontaneous Transition to a Correlated Phase of Skyrmions Observed in  Real Space,2018,False,False
1013,Min-xin Huang,Modular Anomaly Equation for Schur Index of $\mathcal{N}=4$  Super-Yang-Mills,2022,False,False
1014,Mario De Marco; Andrea Sangiovanni; Roberto Valandro,5d Higgs Branches from M-theory on quasi-homogeneous cDV threefold  singularities,2022,False,False
1015,Chen-Te Ma; Yiwen Pan; Hui Zhang,Explore the Origin of Spontaneous Symmetry Breaking from Adaptive  Perturbation Method,2022,False,False
1016,Justin Kaidi; Gabi Zafrir; Yunqin Zheng,Non-Invertible Symmetries of $\mathcal{N}=4$ SYM and Twisted  Compactification,2022,False,False
1017,Alex Buchel,The quest for a conifold conformal order,2022,False,False
1018,Stefano Andriolo; Gary Shiu; Pablo Soler; Thomas Van Riet,Axion wormholes with massive dilaton,2022,False,False
1019,Nathan B. Agmon; Bruno Balthazar; Minjae Cho; Victor A. Rodriguez; Xi Yin,D-instanton Effects in Type IIB String Theory,2022,False,False
1020,Nicolò Petri,Bubbles of nothing and AdS instabilities,2022,False,False
1021,Takanori Anegawa; Norihiro Iizuka; Daniel Kabat,Extractable entanglement from a Euclidean hourglass,2022,False,False
1022,Charles Wang; Xi Yin,On the Equivalence between SRS and PCO Formulations of Superstring  Perturbation Theory,2022,False,False
1023,Christoph Schütte; Junichi Iwasaki; Achim Rosch; Naoto Nagaosa,"Inertia, diffusion and dynamics of a driven skyrmion",2015,False,False
1024,Valery A. Zhukov; V. G. Maslov,"Tunnel field effect transistor on a quantum well formed by three layers  of graphene derivatives (COH)n-(CF)n-(CH)n, with the drain from the middle  layer - (CF)n",2015,False,False
1025,B. Freelon; Yu Hao Liu; Jeng-Lung Chen; L. Craco; M. S. Laad; S. Leoni; Jiaqi Chen; Li Tao; Hangdong Wang; R. Flauca; Z. Yamani; Minghu Fang; Chinglin Chang; J. -H. Guo; Z. Hussain,Mott-Kondo Insulator Behavior in the Iron Oxychalcogenides,2015,False,False
1026,Yi Li,Exact results for itinerant ferromagnetism in a $t_{2g}$ orbital system  on cubic and square lattices,2015,False,False
1027,Arvind Maurya; R. Kulkarni; A. Thamizhavel; D. Paudyal; S. K. Dhar,"Kondo lattice and antiferromagnetic behavior in quaternary  CeTAl$_4$Si$_2$ (T~=~Rh, Ir) single crystals",2015,False,False
1028,K. Lefmann; H. Jacobsen; J. Garde; P. Hedegard; A. Wischnewski; S. N. Ancona; H. S. Jacobsen; C. R. H. Bahl; L. Theil Kuhn,Dynamic rotor mode in antiferromagnetic nanoparticles,2015,False,False
1029,V. Yu. Irkhin,Non-quasiparticle states in a half-metallic ferromagnet with  antiferromagnetic $s-d(f)$ interaction,2015,False,False
1030,Jan Frederik Rentrop; Severin Georg Jakobs; Volker Meden,Two-particle irreducible functional renormalization group schemes---a  comparative study,2015,False,True
1031,D. T. Adroja; C. de la Fuente; A. Fraile; A. D. Hillier; A. Daoud-Aladine; W. Kockelmann; J. W. Taylor; A. P. Murani; M. M. Koza; E. Burzur; F. Luis; J. I. Arnaudas; A. del Moral,Muon spin rotation and neutron scattering study of the  non-centrosymmetric tetragonal compound CeAuAl3,2015,False,False
1032,Keola Wierschem; Pinaki Sengupta,Characterizing the Haldane phase in quasi-one-dimensional spin-1  Heisenberg antiferromagnets,2015,False,False
1033,M. Khodas; A. M. Tsvelik,Influence of Thermal Fluctuations of Spin Density Wave Order Parameter  on the Quasiparticle Spectral Function,2010,False,False
1034,Fa Wang,Realization of the Exactly Solvable Kitaev Honeycomb Lattice Model in a  Spin Rotation Invariant System,2010,False,False
1035,J. G. Sereni; M. Gomez Berisso; G. Schmerber; A. Braghta; J. P. Kappler,Suppression of the Shastry-Sutherland phase in Ce$_{2}$Pd$_{2}$Sn at a  field induced critical point,2010,False,False
1036,Tao Li,Metal-insulator transition in quarter-filled Hubbard model on triangular  lattice and its implication for the physics of $Na_{0.5}CoO_{2}$,2010,False,False
1037,Philippe Mendels; Fabrice Bert,Quantum Kagome antiferromagnet ZnCu3(OH)6Cl2,2010,False,False
1038,Eric Ressouche; Virginie Simonet; Benjamin Canals; Marin Gospodinov; Vassil Skumryev,Magnetic frustration in an iron based Cairo pentagonal lattice,2010,False,False
1039,F. Rodolakis; P. Hansmann; J. -P. Rueff; A. Toschi; M. W. Haverkort; G. Sangiovanni; A. Tanaka; T. Saha-Dasgupta; O. K. Andersen; K. Held; M. Sikora; I. Alliot; J. -P. Itié; F. Baudelet; P. Wzietek; P. Metcalf; M. Marsi,Inequivalent routes across the Mott transition in V2O3 explored by X-ray  absorption,2010,False,False
1040,Satoshi Nishimoto; Masaaki Nakamura; Aroon O'Brien; Peter Fulde,Metal-insulator transition of the Kagome lattice fermions at 1/3 filling,2010,False,False
1041,M. A. de Vries; A. C. McLaughlin; J-W. G. Bos,Valence bond glass on an fcc lattice in the double perovskite Ba2YMoO6,2010,False,False
1042,Rajiv R. P. Singh,Neutron spectra of Herbertsmithite Materials: Observation of a Valence  Bond Liquid phase?,2010,False,False
1043,İ Yavuz; U. Camcı,"Ricci Collineations of the Bianchi Type II, VIII, and IX Space-times",2000,False,False
1044,Koji Ichidayama,One Proposal about the Nature during Our Time and Space,2000,False,False
1045,Tulsi Dass; Y. N. Joglekar,Symmetries and conservation laws in histories-based theories,2000,False,False
1046,Alan D. Rendall,Local and global existence theorems for the Einstein equations,2000,False,True
1047,Don N. Page,Can Quantum Cosmology Give Observational Consequences of Many-Worlds  Quantum Theory?,2000,False,False
1048,Alessandra Buonanno; Thibault Damour,Transition from inspiral to plunge in binary black hole coalescences,2000,False,False
1049,Hiromi Saida; Jiro Soda,BTZ Black Hole Entropy in Higher Curvature Gravity,2000,False,False
1050,Piotr T. Chruściel; Erwann Delay; Gregory J. Galloway; Ralph Howard,Regularity of Horizons and The Area Theorem,2000,False,False
1051,Israel Quiros,Is the cosmological singularity really unavoidable in general  relativity?,2000,False,False
1052,Masafumi Seriu,Spectral Representation and the Averaging Problem in Cosmology,2000,False,False
1053,C. F. Da Silva Costa; S. Tiwari; S. Klimenko; F. Salemi,"Constructive summation of the (2,2) quasi normal mode from a population  of black holes",2017,False,False
1054,Elham Sharifian; Behrouz Mirza; Zahra Mirzaiyan,Black holes with toroidal horizons in (d +1)-dimensional space-time,2017,False,False
1055,M. V. Takook,Quantum de Sitter-black hole in ambient space formalism,2017,False,False
1056,J. L. Lopez; M. Sabido; C. Yee-Romero,Phase space deformations in phantom cosmology,2017,False,False
1057,Laura Bernard; Luc Blanchet; Guillaume Faye; Tanguy Marchand,Center-of-Mass Equations of Motion and Conserved Integrals of Compact  Binary Systems at the Fourth Post-Newtonian Order,2017,False,False
1058,Thomas Zannias,On causality violation on a Kerr-de Sitter spacetime,2017,False,False
1059,Peter Mészáros,Inflation driven by scalar field and solid matter,2017,False,False
1060,A. Kuiroukidis,A class of simple bouncing and late-time accelerating cosmologies in  f(R) gravity,2017,False,False
1061,Friedrich W. Hehl; Claus Kiefer,Comparison of the DeWitt metric in general relativity with the  fourth-rank constitutive tensors in electrodynamics and in elasticity theory,2017,False,False
1062,Dennis Philipp; Eva Hackmann; Claus Laemmerzahl,Redshift and frequency comparison in Schwarzschild spacetime,2017,False,False
1063,Alicia M. Sintes; Patricia M. Benoit; Alan A. Coley,Infinite Kinematic Self-Similarity and Perfect Fluid Spacetimes,2001,False,False
1064,Wlodzimierz Piechocki,Topology of spacetime and quantization of particle dynamics,2001,False,False
1065,Sergio De Filippo,Gravity-induced entropy in the quantum motion of a macroscopic body,2001,False,False
1066,N. Riazi,Spherical Structures in the Inflationary Cosmology,2001,False,False
1067,Ivan S. Booth,"Metric-based Hamiltonians, null boundaries, and isolated horizons",2001,False,False
1068,R. B. Mann,Particles on a Circle in Canonical Lineal Gravity,2001,False,False
1069,Sigbjorn Hervik,Discrete Symmetries in Translation Invariant Cosmological Models,2001,False,False
1070,T. Papakostas,Anisotropic fluids in the case of stationary and axisymmetric spaces of  General Relativity,2001,False,False
1071,M. A. De Andrade; I. V. Vancea,Observables of D=4 Euclidean Supergravity and Dirac Eigenvalues,2001,False,False
1072,Marcelo E. Araujo; Sandra R. M. M. Roveda; William R. Stoeger,Perturbed Spherically Symmetric Dust Solution of the Field Equations in  Observational Coordinates with Cosmological Data Functions,2001,False,False
1073,Roman Plyatsko; Oleksandr Stefanyshyn,On common solutions of Mathisson equations under different conditions,2008,False,False
1074,Eduardo I. Guendelman; Nobuyuki Sakai,The universe out of a breathing bubble,2008,False,False
1075,R. J. Slagter,A 5-Dimensional Spherical Symmetric Solution in Einstein-Yang-Mills  Theory With Gauss-Bonnet Term,2008,False,False
1076,J. David Brown,Strongly Hyperbolic Extensions of the ADM Hamiltonian,2008,False,False
1077,Christian Lübbe; Paul Tod,Conformal Properties of an Evaporating Black Hole Model,2008,False,False
1078,Jan Harms; Christoph Mahrdt; Markus Otto; Malte Priess,Subtraction-noise projection in gravitational-wave detector networks,2008,False,False
1079,J. Martin; A. Tiemblo,The role of translational invariance in non linear gauge theories of  gravity,2008,False,True
1080,Pierre Teyssandier; Christophe Le Poncin-Lafitte,General post-Minkowskian expansion of time transfer functions,2008,False,False
1081,Ioannis Kouletsis,Covariance and Time Regained in Canonical General Relativity,2008,False,False
1082,Eugen Simanek,Gravitational Field of a Spinning Cosmic String,2008,False,False
1083,M. M. Savosta; V. I. Kamenev; V. A. Borodin; P. Novak; M. Marysko; J. Hejtmanek; K. Dorr; M. Sahana; A. Shames,Ferromagnetic insulating state in manganites:55Mn study,2002,False,False
1084,I. Gonzalez; J. Castro; D. Baldomir,Phase diagram as a function of temperature and magnetic field for  magnetic semiconductors,2002,False,False
1085,H. Hiraka; P. Boni; Y. Endoh; M. Fujita; K. Yamada; G. Shirane,New Magnetic Excitations in the Spin-Density-Wave of Chromium,2002,False,False
1086,R. S. Edwards; A. Narduzzo; J. Singleton; A. Ardavan; J. A. Schlueter,Comparison of the Fermi-surface topologies of kappa-(BEDT-TTF)_2  Cu(NCS)_2 and its deuterated analogue,2002,False,False
1087,Takashi Yanagisawa; Soh Koike; Kunihiko Yamaji,Ground state of the three-band Hubbard model,2002,False,False
1088,M. Neef; S. Tornow; V. Zevin; G. Zwicknagl,Kondo Effect in a Metal with Correlated Conduction Electrons:  Diagrammatic Approach,2002,False,False
1089,J. L. Cohn; J. J. Neumeier,Heat Conduction and Magnetic Phase Behavior in Electron-Doped Ca_{1-x}  La_x MnO_3(0 <= x <= 0.2),2002,False,False
1090,J. S. Lee; Y. S. Lee; T. W. Noh; S. -J. Oh; Jaejun Yu; S. Nakatsuji; H. Fukazawa; Y. Maeno,Electron and orbital correlations in Ca_{2-x}Sr_{x}RuO_{4} probed by  optical spectroscopy,2002,False,False
1091,H. Okamura; T. Michizawa; T. Nanba; T. Ebihara,Pseudogap Formation and Heavy Carrier Dynamics in Intermediate Valence  YbAl3,2002,False,False
1092,I. Gonzalez; J. Castro; D. Baldomir,On the absence of conduction electrons in the antiferromagnetic part of  the phase-separated states in magnetic semiconductors,2002,False,False
